"","school","stuid","grade","schid","dist","white","black","hisp","indian","asian","econ","female","ell","disab","sch_fay","dist_fay","luck","ability","measerr","teachq","year","attday","schoolscore","district","schoolhigh","schoolavg","schoollow","readSS","mathSS","proflvl","race"
"18819",105,99205,3,205,15,0,1,0,0,0,1,1,0,1,0,0,0,101.768445051582,13.6795341510828,51.9931879727831,"2000",159,97.9585889408477,25,0,0,1,336.426738397879,363.673560748697,"basic","B"
"18841",105,69205,3,205,15,0,1,0,0,0,1,1,0,1,0,0,1,84.5718400340407,21.735446047981,26.1976097192177,"2000",158,97.9585889408477,25,0,0,1,289.965368496841,313.460773898307,"below basic","B"
"19144",105,88705,3,205,75,0,1,0,0,0,1,1,0,1,0,0,0,91.5005045716217,-9.6402546907613,41.0486487216869,"2000",180,97.9585889408477,25,0,0,1,303.850056607657,306.191122547883,"below basic","B"
"19573",115,62995,3,495,105,1,0,0,0,0,1,0,1,0,0,0,0,103.649337559606,-17.5741655143524,63.3453237482407,"2000",155,100.325159644871,22,1,0,0,400.411336267576,387.079413004882,"proficient","W"
"19721",116,25495,3,495,45,0,0,0,1,1,1,0,0,0,0,0,0,102.416292306034,5.02402189881184,72.8331334330135,"2000",172,104.65033212648,2,0,1,0,388.094217765838,471.001271767017,"proficient","I"
"19785",116,28402,6,402,6,0,1,0,0,0,0,0,0,0,0,0,0,104.072033113953,-0.895936227185217,59.9812514901592,"2000",158,105.604337631855,2,0,1,0,404.137342385198,528.014434947064,"basic","B"
"19811",116,125995,3,495,105,0,0,0,1,1,1,0,0,0,0,0,0,89.583838466239,23.6531919758821,56.5888423595086,"2000",175,104.65033212648,2,0,1,0,333.486571586078,441.3325748661,"basic","I"
"19855",116,109402,6,402,6,0,1,0,0,0,0,0,0,0,0,0,0,108.805447507826,-6.10062596179804,64.7529731450359,"2000",167,105.604337631855,2,0,1,0,478.853825312895,537.961039900694,"proficient","B"
"20114",116,139402,6,402,6,0,1,0,0,0,0,0,0,0,0,0,0,101.162483785226,-8.84160818306194,74.2150612737787,"2000",175,105.604337631855,2,0,1,0,512.343786372299,548.235235522834,"proficient","B"
"20300",126,107205,5,205,15,0,1,0,0,0,1,0,0,0,0,0,0,78.724875852035,-21.2985447405875,48.6383763932827,"2000",173,106.883302877784,22,1,0,0,377.984690344393,414.895132125014,"basic","B"
"20367",126,30495,5,495,45,0,1,0,0,0,1,0,0,0,0,0,0,100.34982011717,15.1000992197054,35.7190543856317,"2000",180,106.883302877784,22,1,0,0,398.340644021896,444.712559158588,"basic","B"
"20394",126,63705,5,205,75,0,1,0,0,0,1,0,0,0,0,0,0,103.198349572569,8.72129786663972,62.0746989207419,"2000",180,106.883302877784,22,1,0,0,435.059579653328,498.723353087153,"proficient","B"
"20395",126,70995,5,495,105,0,1,0,0,0,1,0,0,0,0,0,0,89.5977406949957,28.112036233276,20.8573247205967,"2000",180,106.883302877784,22,1,0,0,338.103072260233,414.525486309401,"below basic","B"
"20435",126,68205,5,205,15,0,1,0,0,0,1,0,0,0,0,0,1,92.27237952631,-26.5504889601209,31.75916310261,"2000",162,106.883302877784,22,1,0,0,412.804513362998,401.585287142204,"basic","B"
"20526",126,147705,5,205,75,0,1,0,0,0,1,0,0,0,0,0,0,90.9411937374609,-15.6888078626889,39.5222807358806,"2000",150,106.883302877784,22,1,0,0,367.05378868188,412.818434762432,"below basic","B"
"20577",126,122205,5,205,15,0,1,0,0,0,1,0,0,0,0,0,0,96.3887821372623,29.3936635052658,16.8938503755593,"2000",165,106.883302877784,22,1,0,0,303.438053017344,413.944883885304,"below basic","B"
"20718",126,69495,5,495,45,0,1,0,0,0,1,0,0,0,0,0,0,108.391616428078,36.6074979187862,36.5853613541918,"2000",152,106.883302877784,22,1,0,0,358.538581207527,476.15312230557,"below basic","B"
"20816",126,42705,5,205,75,0,1,0,0,0,1,0,0,0,0,0,1,100.587225754065,-21.6960478105096,51.8705934192418,"2000",173,106.883302877784,22,1,0,0,428.97350078607,458.662934801459,"basic","B"
"20956",126,102495,5,495,45,0,1,0,0,0,1,0,0,0,0,0,0,111.700124924067,30.6557281509906,41.6511786965957,"2000",144,106.883302877784,22,1,0,0,378.665542380614,484.569826908422,"basic","B"
"21042",126,26205,5,205,15,0,1,0,0,0,1,0,0,0,0,0,0,104.98439233655,-1.50390991650106,24.9977440077854,"2000",166,106.883302877784,22,1,0,0,349.160787292108,409.335778688722,"below basic","B"
"21100",126,114705,5,205,75,0,1,0,0,0,1,0,0,0,0,0,0,120.66018009705,-20.3388641605126,42.1590999676865,"2000",180,106.883302877784,22,1,0,0,386.630690994741,443.644210906527,"basic","B"
"21365",126,15705,5,205,75,0,1,0,0,0,1,0,0,0,0,0,0,117.261030753259,10.0092752391132,35.3601192755673,"2000",180,106.883302877784,22,1,0,0,407.900992716442,455.749299306482,"basic","B"
"21413",126,72495,5,495,45,0,1,0,0,0,1,0,0,0,0,0,1,92.0632694037081,33.6788351327987,26.5639556852989,"2000",173,106.883302877784,22,1,0,0,401.561108818238,450.263043841853,"basic","B"
"21698",126,139995,5,495,105,0,1,0,0,0,1,0,0,0,0,0,0,96.4583723272797,-40.8864215217481,10.3977990849335,"2000",180,106.883302877784,22,1,0,0,336.435089173329,329.551859213891,"below basic","B"
"21753",126,6495,5,495,45,0,1,0,0,0,1,0,0,0,0,0,0,97.9522158017023,-4.82807510428074,39.9162179170229,"2000",154,106.883302877784,22,1,0,0,385.498225712297,431.550254503673,"basic","B"
"21848",126,61995,5,495,105,0,1,0,0,0,1,0,0,0,0,0,0,95.6063682904545,15.0670554602283,58.1699939817233,"2000",163,106.883302877784,22,1,0,0,393.253456830173,488.952166799866,"basic","B"
"21972",126,93705,5,205,75,0,1,0,0,0,1,0,0,0,0,0,0,113.491424300412,11.0239651630706,46.2637412015288,"2000",167,106.883302877784,22,1,0,0,412.194331624254,476.799758743651,"basic","B"
"22010",126,90705,5,205,75,0,1,0,0,0,1,0,0,0,0,0,0,109.464774566052,13.6422729865347,62.7280084721608,"2000",180,106.883302877784,22,1,0,0,411.340993519044,511.337093878826,"basic","B"
"22097",126,102705,5,205,75,0,1,0,0,0,1,0,0,0,0,0,0,89.0003715327135,6.17691928682005,62.4612004701481,"2000",164,106.883302877784,22,1,0,0,393.431777046051,482.824827513488,"basic","B"
"22166",126,133995,5,495,105,0,1,0,0,0,1,0,0,0,0,0,1,108.259620871558,-19.9125661074827,43.6776260117488,"2000",180,106.883302877784,22,1,0,0,416.549675240725,450.231482921719,"basic","B"
"22179",126,67995,5,495,105,0,1,0,0,0,1,0,0,0,0,0,0,90.3194164767379,-9.82521814150037,25.0143706308447,"2000",175,106.883302877784,22,1,0,0,347.375973028314,386.385794744878,"below basic","B"
"22314",126,71205,5,205,15,0,1,0,0,0,1,0,0,0,0,0,0,108.327705466105,-1.60625880178796,44.467919709568,"2000",157,106.883302877784,22,1,0,0,408.196109225053,455.085081524827,"basic","B"
"22433",126,82995,5,495,105,0,1,0,0,0,1,0,0,0,0,0,0,99.9368108914336,34.4368823668356,25.5681425510768,"2000",164,106.883302877784,22,1,0,0,365.54688948046,441.474314416758,"below basic","B"
"22604",126,36495,5,495,45,0,1,0,0,0,1,0,0,0,0,0,0,101.138073683978,-1.1153023571008,30.19629572599,"2000",166,106.883302877784,22,1,0,0,361.430138869965,417.227826324455,"below basic","B"
"22769",126,126495,5,495,45,0,1,0,0,0,1,0,0,0,0,0,0,101.566313640158,1.85557866729872,31.4061440567698,"2000",168,106.883302877784,22,1,0,0,367.147530334126,423.268353488382,"below basic","B"
"22870",126,18705,5,205,75,0,1,0,0,0,1,0,0,0,0,0,0,94.3208586207835,-34.5093360466598,34.9764048024936,"2000",180,106.883302877784,22,1,0,0,349.498685324783,387.452769737719,"below basic","B"
"22875",126,111495,5,495,45,0,1,0,0,0,1,0,0,0,0,0,0,87.955336230637,15.8658055432963,27.5966248745352,"2000",180,106.883302877784,22,1,0,0,327.932345029808,415.350455038433,"below basic","B"
"22986",126,94995,5,495,105,0,1,0,0,0,1,0,0,0,0,0,0,101.117015400634,-25.7361795124866,38.2288569963885,"2000",180,106.883302877784,22,1,0,0,373.099531889058,410.12301224876,"basic","B"
"23011",126,66705,5,205,75,0,1,0,0,0,1,0,0,0,0,0,0,89.9235118182208,-10.7299129536881,39.4848447788359,"2000",161,106.883302877784,22,1,0,0,377.296096711744,416.677915549981,"basic","B"
"23018",126,48705,5,205,75,0,1,0,0,0,1,0,0,0,0,0,0,98.8406515858556,13.7343658897119,38.6530380700969,"2000",169,106.883302877784,22,1,0,0,376.902592508813,448.243288853587,"basic","B"
"23065",126,90495,5,495,45,0,1,0,0,0,1,0,0,0,0,0,0,98.8596900178488,-19.4285116996495,68.2218758839307,"2000",180,106.883302877784,22,1,0,0,448.234959289682,479.655732536671,"proficient","B"
"23487",137,117705,5,205,75,0,1,0,0,0,1,0,0,1,0,0,0,114.546571396836,9.35395048584691,41.3730276111073,"2000",164,108.593024008984,3,0,1,0,364.983753289924,394.748209592531,"below basic","B"
"23578",137,54495,5,495,45,0,1,0,0,0,1,0,0,1,0,0,0,81.4102512815246,-17.7300732593186,49.5080984978759,"2000",161,108.593024008984,3,0,1,0,376.628202105761,352.288791623015,"basic","B"
"23591",137,63495,5,495,45,0,1,0,0,0,1,0,0,1,0,0,1,89.0233831138885,-14.2181987215119,40.332267645665,"2000",180,108.593024008984,3,0,1,0,398.471595875177,358.626833923718,"basic","B"
"23732",137,85995,5,495,105,0,1,0,0,0,1,0,0,1,0,0,0,99.0309898814552,-16.3509387716837,22.1902460744042,"2000",176,108.593024008984,3,0,1,0,321.037000518806,311.646854682515,"below basic","B"
"23913",137,21495,5,495,45,0,1,0,0,0,1,0,0,1,0,0,0,94.4851886392557,35.5815490822937,37.875067599518,"2000",152,108.593024008984,3,0,1,0,405.322614821897,393.277490314282,"basic","B"
"24233",137,495,5,495,45,0,1,0,0,0,1,0,0,1,0,0,0,94.0289910604991,-24.3567838348653,18.1059483802635,"2000",157,108.593024008984,3,0,1,0,354.139897832935,289.721951602219,"below basic","B"
"24262",137,121995,5,495,105,0,1,0,0,0,1,0,0,1,0,0,0,90.016080974858,4.16647753240552,28.4317355487018,"2000",180,108.593024008984,3,0,1,0,316.410351303364,336.776118815774,"below basic","B"
"24436",142,57902,4,402,66,0,1,0,0,0,1,0,0,0,1,0,0,113.047770716175,15.81147542008,58.7638375748793,"2000",176,108.61202476736,20,0,1,0,408.069543129007,488.515798603753,"basic","B"
"24639",142,78902,4,402,66,0,1,0,0,0,1,0,0,0,1,0,1,108.326693835425,20.5178855029423,62.9385686927641,"2000",163,108.61202476736,20,0,1,0,462.002272434331,512.861835292587,"proficient","B"
"24801",147,104995,3,495,105,0,0,1,0,0,0,1,1,0,0,0,1,93.2906792936586,-23.5030957989891,72.0075457570644,"2000",169,108.815752824743,9,0,1,0,442.498708684971,421.656804740501,"proficient","H"
"24822",147,127495,3,495,45,0,0,1,0,0,0,1,1,0,0,0,0,103.710072763276,11.7657064323523,106.206597921058,"2000",164,108.815752824743,9,0,1,0,497.508363501167,526.764012031812,"advanced","H"
"24958",149,138902,4,402,66,0,1,0,0,0,1,1,1,0,0,0,1,103.51750327647,-12.2813119713552,34.7851341832777,"2000",173,109.7113000382,9,0,1,0,410.377121481398,391.191992567479,"proficient","B"
"24981",149,141495,5,495,45,0,1,0,0,0,0,0,0,1,1,0,0,108.932668975112,-6.2772737791076,66.9620243325498,"2000",180,109.042780652631,9,0,1,0,462.668710741375,468.365497765771,"proficient","B"
"24995",149,135902,4,402,66,0,1,0,0,0,1,1,1,0,0,0,0,105.073276196039,31.1699020317844,68.8733691984012,"2000",162,109.7113000382,9,0,1,0,412.44818903758,495.376049099219,"proficient","B"
"26114",151,87902,4,402,66,1,0,0,0,0,0,0,0,0,0,0,0,111.998321760837,12.5290793039049,104.359194576636,"2000",163,111.043783960684,13,0,0,1,432.015664054399,576.543271409872,"proficient","W"
"26163",151,6902,4,402,66,1,0,0,0,0,0,0,0,0,0,0,1,120.179619706827,23.647511221726,74.3957472515541,"2000",159,111.043783960684,13,0,0,1,435.50307161687,545.671390805509,"proficient","W"
"26210",151,134402,4,402,6,1,0,0,0,0,0,0,0,0,0,0,0,96.1181979209588,5.73521303748296,74.3432606185612,"2000",180,111.043783960684,13,0,0,1,406.663560849057,488.33687402677,"basic","W"
"26278",151,84902,4,402,66,1,0,0,0,0,0,0,0,0,0,0,0,100.902302123414,-9.28234757733673,93.8126089599173,"2000",161,111.043783960684,13,0,0,1,515.803150933245,520.6099498683,"advanced","W"
"26767",151,123902,4,402,66,1,0,0,0,0,0,0,0,0,0,0,0,107.803263826518,27.0758826600326,93.3650980366665,"2000",151,111.043783960684,13,0,0,1,441.972769917908,562.892111804501,"proficient","W"
"27269",151,59402,4,402,6,1,0,0,0,0,0,0,0,0,0,0,0,95.0792481268653,-9.23742940355662,135.231301728432,"2000",163,111.043783960684,13,0,0,1,507.824639378881,605.259339877983,"proficient","W"
"27518",151,77402,4,402,6,1,0,0,0,0,0,0,0,0,0,0,0,91.4734395447953,11.0468494612522,120.328470334705,"2000",180,111.043783960684,13,0,0,1,471.463633204043,589.401144207388,"proficient","W"
"27605",167,7495,3,495,45,1,0,0,0,0,1,0,0,0,0,0,1,113.686657514492,45.2749118821197,82.1564886020483,"2000",180,112.322749206613,19,0,1,0,484.532171593832,531.734631602677,"advanced","W"
"27613",167,119995,3,495,105,1,0,0,0,0,1,0,0,0,0,0,0,85.1668908032183,28.0009419772204,70.4551005770115,"2000",153,112.322749206613,19,0,1,0,392.896735403195,445.147587851295,"proficient","W"
"27616",167,9205,3,205,15,1,0,0,0,0,1,0,0,0,0,0,1,100.958538125843,-46.8925832360894,71.3781637188701,"2000",163,112.322749206613,19,0,1,0,448.390882156823,403.307196397097,"proficient","W"
"27656",167,107995,3,495,105,1,0,0,0,0,1,0,0,0,0,0,0,109.860831788552,-8.94757573018221,77.0101681421469,"2000",158,112.322749206613,19,0,1,0,421.440038227897,447.20438847985,"proficient","W"
"27789",167,118705,3,205,75,1,0,0,0,0,1,0,0,0,0,0,0,114.981767237484,-24.4301678852155,72.1821427854759,"2000",180,112.322749206613,19,0,1,0,412.931954429035,426.301926198349,"proficient","W"
"27867",167,86995,3,495,105,1,0,0,0,0,1,0,0,0,0,0,0,91.5737918909523,-9.17197421209301,66.5828494202797,"2000",178,112.322749206613,19,0,1,0,381.972631555347,405.927465000297,"proficient","W"
"27912",167,82705,3,205,75,0,1,0,0,0,1,1,1,0,1,0,0,114.393122661384,-5.60422262908381,21.3154777350813,"2000",147,111.440021927776,19,0,1,0,406.40995480373,352.326452140488,"proficient","B"
"28031",167,124705,3,205,75,1,0,0,0,0,1,0,0,0,0,0,0,97.309056773815,-10.6009885209047,30.7837816289017,"2000",167,112.322749206613,19,0,1,0,327.728139481502,332.075258339228,"basic","W"
"28696",167,87205,3,205,15,1,0,0,0,0,1,0,0,0,0,0,0,78.5655602528863,37.8009288377679,53.4235471908923,"2000",180,112.322749206613,19,0,1,0,362.160788227396,411.162037446015,"basic","W"
"28706",167,73495,3,495,45,1,0,0,0,0,1,0,0,0,0,0,0,105.919737498921,23.3519549394097,73.0883748681529,"2000",175,112.322749206613,19,0,1,0,394.458539119857,467.000554085702,"proficient","W"
"28802",167,205,3,205,15,1,0,0,0,0,1,0,0,0,0,0,1,107.652757520896,-62.5970645982988,70.765717517984,"2000",158,112.322749206613,19,0,1,0,425.261003290402,392.959808824331,"proficient","W"
"28881",167,83995,3,495,105,1,0,0,0,0,1,0,0,0,0,0,1,87.002835674568,-34.9497638941731,41.9019137458522,"2000",174,112.322749206613,19,0,1,0,347.355273742309,336.940173219245,"basic","W"
"29076",167,22705,3,205,75,1,0,0,0,0,1,0,0,0,0,0,0,90.053197716919,-32.0118288971301,45.4521516065127,"2000",180,112.322749206613,19,0,1,0,301.624792411509,335.433336039553,"below basic","W"
"29140",167,127705,3,205,75,1,0,0,0,0,1,0,0,0,0,0,0,111.954932162734,-9.89762613518152,63.1653262395221,"2000",180,112.322749206613,19,0,1,0,435.585191946809,418.121632262926,"proficient","W"
"29293",167,76705,3,205,75,1,0,0,0,0,1,0,0,0,0,0,0,100.993186454609,-2.20193273501548,69.0602500309055,"2000",165,112.322749206613,19,0,1,0,398.173180543007,427.725695784187,"proficient","W"
"29337",167,129205,3,205,15,1,0,0,0,0,1,0,0,0,0,0,0,97.3136945622092,-7.48088298938646,74.4485451032266,"2000",158,112.322749206613,19,0,1,0,428.983508165481,430.53127029937,"proficient","W"
"29524",167,140995,3,495,105,1,0,0,0,0,1,0,0,0,0,0,0,93.2340299084439,21.0301569301449,34.805947448759,"2000",180,112.322749206613,19,0,1,0,353.059886631369,368.412786459252,"basic","W"
"29765",187,80402,4,402,6,1,0,0,0,0,0,0,0,1,0,0,0,114.368284322496,-7.74694055198182,80.5540655572714,"2000",177,112.753505091884,25,0,1,0,446.939294578576,448.804530563167,"proficient","W"
"29850",187,54902,4,402,66,1,0,0,0,0,0,0,0,1,0,0,0,107.667451845057,-3.57911637781263,91.8521048391694,"2000",180,112.753505091884,25,0,1,0,485.774619111924,470.938011488078,"proficient","W"
"29917",188,60205,3,205,15,1,0,0,0,0,1,0,0,1,0,0,0,95.6790220250203,27.6401014596184,63.7994715168212,"2000",167,114.032470337813,1,0,0,1,325.344329750504,373.418645526378,"basic","W"
"30073",188,20995,3,495,105,1,0,0,0,0,1,0,0,1,0,0,0,88.562426382049,6.10453722963149,59.6982622334369,"2000",180,114.032470337813,1,0,0,1,366.589084949146,335.812504162738,"basic","W"
"30226",188,88495,3,495,45,1,0,0,0,0,1,0,0,1,0,0,0,109.325762997003,15.2493974297413,59.1695918054344,"2000",155,114.032470337813,1,0,0,1,343.512119860436,364.566479161767,"basic","W"
"30322",188,18205,3,205,15,1,0,0,0,0,0,0,0,0,1,0,0,82.7957827802193,13.4178303618974,107.657171181434,"2000",161,112.77250585026,1,0,0,1,447.320825507239,543.665441089124,"proficient","W"
"30407",190,62205,5,205,15,0,0,0,0,1,0,0,1,0,0,0,0,107.504911135225,-4.03523816282559,71.9325037857662,"2000",180,117.235199693676,19,0,1,0,477.316095283498,536.320738071468,"proficient","A"
"30598",191,4995,5,495,105,0,0,1,0,0,0,0,1,0,0,0,0,106.842822917993,-19.6465798284991,68.4031359492824,"2000",168,119.45018789288,20,0,1,0,459.940724758031,457.013898901638,"proficient","H"
"30710",191,142995,5,495,105,0,0,1,0,0,0,0,1,0,0,0,0,110.606455473608,10.9530764451584,53.0818218580785,"2000",178,119.45018789288,20,0,1,0,427.223890403369,457.926867762758,"basic","H"
"30797",192,148402,6,402,6,0,1,0,0,0,1,0,1,0,0,0,0,95.2862303742162,-30.7429656715845,63.1846365434286,"2000",180,120.345735106336,12,0,1,0,459.691152428196,452.320169146896,"proficient","B"
"31097",193,64995,5,495,105,0,1,0,0,0,0,1,0,0,0,0,0,104.759433269577,-41.9233540759853,53.9777455233814,"2000",171,120.429924354013,13,0,1,0,428.855217533275,463.814923839295,"basic","B"
"31140",193,138495,5,495,45,0,1,0,0,0,0,1,0,0,0,0,0,85.7427971711639,-10.4262958258282,105.031477072972,"2000",180,120.429924354013,13,0,1,0,557.913001817047,587.758608589541,"advanced","B"
"31235",193,5205,5,205,15,0,1,0,0,0,0,1,0,0,0,0,0,95.0821936734383,9.97483486818725,54.6960983590825,"2000",166,120.429924354013,13,0,1,0,411.835574885453,507.604219874903,"basic","B"
"31240",193,81705,5,205,75,0,1,0,0,0,0,1,0,0,0,0,0,110.214884402282,41.2851991662187,72.3123726494513,"2000",138,120.429924354013,13,0,1,0,454.056863692159,592.508075858655,"proficient","B"
"31285",195,140402,4,402,6,0,0,1,0,0,1,0,1,0,0,0,1,103.517004237843,22.2585749442146,20.0066165008915,"2000",180,120.729153138808,24,1,0,0,327.086057437743,362.572386602494,"below basic","H"
"31366",195,23402,4,402,6,0,0,1,0,0,1,0,1,0,0,0,0,96.7782027024218,-21.015405332627,73.3516726489405,"2000",180,120.729153138808,24,1,0,0,421.813620555895,413.779205779496,"proficient","H"
"31564",195,41402,4,402,6,0,0,1,0,0,1,0,1,0,0,0,0,105.532575447818,20.6307146404247,63.4739067839166,"2000",164,120.729153138808,24,1,0,0,387.492171067361,442.614026859815,"basic","H"
"31609",195,5402,4,402,6,0,0,1,0,0,1,0,1,0,0,0,0,104.264824925274,37.4985812795071,34.6288389344285,"2000",178,120.729153138808,24,1,0,0,362.845736186828,395.238033791149,"basic","H"
"31672",195,99902,4,402,66,0,0,1,0,0,1,0,1,0,0,0,1,100.917785380073,26.4693116952764,74.14472336649,"2000",154,120.729153138808,24,1,0,0,439.142100742949,482.381141778718,"proficient","H"
"31999",199,62402,4,402,6,0,1,0,0,0,1,1,0,0,0,0,0,106.644306478577,14.5923568142681,19.2326042884388,"2000",142,121.708889599942,7,0,1,0,360.73577048376,395.598541181823,"basic","B"
"32079",199,9902,4,402,66,0,1,0,0,0,1,1,0,0,0,0,0,96.4684494998267,-15.6864522270983,33.8142980461649,"2000",168,121.708889599942,7,0,1,0,361.297300489145,386.979416093119,"basic","B"
"32250",199,92402,4,402,6,0,1,0,0,0,1,1,0,0,0,0,0,110.665059792783,1.00053013362879,36.4742796239719,"2000",169,121.708889599942,7,0,1,0,409.923386467453,423.670424113225,"basic","B"
"32368",199,119402,4,402,6,0,1,0,0,0,1,1,0,0,0,0,0,92.6170030956029,8.12771633786196,56.3616340519397,"2000",170,121.708889599942,7,0,1,0,426.97173678772,456.168699326423,"proficient","B"
"32470",199,113402,4,402,6,0,1,0,0,0,1,1,0,0,0,0,0,100.331401338353,-11.1609831399576,27.3102617334824,"2000",180,121.708889599942,7,0,1,0,357.417630365471,381.167873853184,"basic","B"
"32513",199,68402,4,402,6,0,1,0,0,0,1,1,0,0,0,0,0,103.837501380715,22.5798945367251,53.7379588198746,"2000",180,121.708889599942,7,0,1,0,412.853457479298,476.113226417815,"proficient","B"
"32780",199,131402,4,402,6,0,1,0,0,0,1,1,0,0,0,0,1,101.793149544318,-8.03663553886699,28.9146097074779,"2000",180,121.708889599942,7,0,1,0,401.30793412759,404.502873917989,"basic","B"
"32798",199,36902,4,402,66,0,1,0,0,0,1,1,0,0,0,0,0,106.425621911715,-18.1428502875085,34.1252669419492,"2000",180,121.708889599942,7,0,1,0,378.816581342014,395.159114523969,"basic","B"
"32839",199,29402,4,402,6,0,1,0,0,0,1,1,0,0,0,0,0,82.2342639682126,-22.2834970377034,31.9398710348953,"2000",176,121.708889599942,7,0,1,0,355.967591769956,362.055835518363,"basic","B"
"33060",199,2402,4,402,6,0,1,0,0,0,1,1,0,0,0,0,1,99.5773062342798,10.6269078379249,37.7501636462232,"2000",176,121.708889599942,7,0,1,0,420.120404417348,440.240832286842,"proficient","B"
"33212",199,120902,4,402,66,0,1,0,0,0,1,1,0,0,0,0,1,98.3000275753282,31.1627684513067,27.402277175654,"2000",180,121.708889599942,7,0,1,0,415.228996621571,436.907349920014,"proficient","B"
"33466",199,129902,4,402,66,0,1,0,0,0,1,1,0,0,0,0,1,95.7571098350317,-3.81349107489748,17.6587702240489,"2000",165,121.708889599942,7,0,1,0,370.392431066633,378.115622322454,"basic","B"
"34012",199,149402,4,402,6,0,1,0,0,0,1,1,0,0,0,0,0,110.017865548403,7.100997161496,53.2838660150205,"2000",180,121.708889599942,7,0,1,0,425.742614493992,465.823293286796,"proficient","B"
